"clust","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"2","21.983504391267267","interacts with","6634 (interacts with) 10591","false","interacts with","6634 (interacts with) 10591"
"1","10.432037084362662","interacts with","6634 (interacts with) 10804","false","interacts with","6634 (interacts with) 10804"
"1","8.646022249612907","interacts with","6634 (interacts with) 10847","false","interacts with","6634 (interacts with) 10847"
"2","16.66878044761508","interacts with","6634 (interacts with) 11300","false","interacts with","6634 (interacts with) 11300"
"1","10.833465184626174","interacts with","6634 (interacts with) 11316","false","interacts with","6634 (interacts with) 11316"
"1","14.190037287534064","interacts with","6634 (interacts with) 11683","false","interacts with","6634 (interacts with) 11683"
"2","11.090859083334513","interacts with","6634 (interacts with) 12053","false","interacts with","6634 (interacts with) 12053"
"1","25.90481301762942","interacts with","6634 (interacts with) 12110","false","interacts with","6634 (interacts with) 12110"
"1","26.418201597329208","interacts with","6634 (interacts with) 12643","false","interacts with","6634 (interacts with) 12643"
"2","28.022955435853532","interacts with","6634 (interacts with) 13411","false","interacts with","6634 (interacts with) 13411"
"1","7.964496110222314","interacts with","6634 (interacts with) 14154","false","interacts with","6634 (interacts with) 14154"
"3","12.985731984322642","interacts with","6634 (interacts with) 14368","false","interacts with","6634 (interacts with) 14368"
"1","20.234501538355342","interacts with","6655 (interacts with) 6804","false","interacts with","6655 (interacts with) 6804"
"1","14.093379992634455","interacts with","6655 (interacts with) 6806","false","interacts with","6655 (interacts with) 6806"
"3","13.03406832750613","interacts with","6655 (interacts with) 6837","false","interacts with","6655 (interacts with) 6837"
"1","13.796472352412616","interacts with","6655 (interacts with) 6919","false","interacts with","6655 (interacts with) 6919"
"2","15.311437375370454","interacts with","6655 (interacts with) 7128","false","interacts with","6655 (interacts with) 7128"
"1","16.11375230942528","interacts with","6655 (interacts with) 7135","false","interacts with","6655 (interacts with) 7135"
"1","30.313848806830975","interacts with","6655 (interacts with) 7824","false","interacts with","6655 (interacts with) 7824"
"5","27.685657579301676","interacts with","6655 (interacts with) 7980","false","interacts with","6655 (interacts with) 7980"
"1","21.30375258168951","interacts with","6655 (interacts with) 8034","false","interacts with","6655 (interacts with) 8034"
"3","15.63635193844176","interacts with","6655 (interacts with) 8069","false","interacts with","6655 (interacts with) 8069"
"1","15.566005209559565","interacts with","6655 (interacts with) 8272","false","interacts with","6655 (interacts with) 8272"
"1","28.68249708864763","interacts with","6655 (interacts with) 8307","false","interacts with","6655 (interacts with) 8307"
"1","16.48397377189946","interacts with","6655 (interacts with) 8443","false","interacts with","6655 (interacts with) 8443"
"4","18.23182155016649","interacts with","6655 (interacts with) 8658","false","interacts with","6655 (interacts with) 8658"
"1","33.05523733592991","interacts with","6655 (interacts with) 9195","false","interacts with","6655 (interacts with) 9195"
"1","14.639645765922056","interacts with","6655 (interacts with) 9322","false","interacts with","6655 (interacts with) 9322"
"1","21.016661873147264","interacts with","6655 (interacts with) 10077","false","interacts with","6655 (interacts with) 10077"
"6","12.833046615028909","interacts with","6655 (interacts with) 10144","false","interacts with","6655 (interacts with) 10144"
"1","14.315933935850957","interacts with","6655 (interacts with) 10591","false","interacts with","6655 (interacts with) 10591"
"2","16.37992290188992","interacts with","6655 (interacts with) 10675","false","interacts with","6655 (interacts with) 10675"
"1","11.977688444810559","interacts with","6655 (interacts with) 10987","false","interacts with","6655 (interacts with) 10987"
"1","26.647350948991424","interacts with","6655 (interacts with) 11019","false","interacts with","6655 (interacts with) 11019"
"1","15.912430141258897","interacts with","6655 (interacts with) 11148","false","interacts with","6655 (interacts with) 11148"
"2","16.3765596175493","interacts with","6655 (interacts with) 11385","false","interacts with","6655 (interacts with) 11385"
"1","20.218507516477334","interacts with","6655 (interacts with) 11458","false","interacts with","6655 (interacts with) 11458"
"1","17.348417766772226","interacts with","6655 (interacts with) 11750","false","interacts with","6655 (interacts with) 11750"
"1","21.824029209972796","interacts with","6655 (interacts with) 11890","false","interacts with","6655 (interacts with) 11890"
"2","13.39490237160635","interacts with","6655 (interacts with) 11941","false","interacts with","6655 (interacts with) 11941"
"1","14.858512573462276","interacts with","6655 (interacts with) 12053","false","interacts with","6655 (interacts with) 12053"
"1","17.76850278205339","interacts with","6655 (interacts with) 12167","false","interacts with","6655 (interacts with) 12167"
"1","26.54826043022718","interacts with","6655 (interacts with) 12177","false","interacts with","6655 (interacts with) 12177"
"1","12.887989870584793","interacts with","6655 (interacts with) 12371","false","interacts with","6655 (interacts with) 12371"
"3","13.91392182402106","interacts with","6655 (interacts with) 12643","false","interacts with","6655 (interacts with) 12643"
"1","21.46303812559192","interacts with","6655 (interacts with) 13140","false","interacts with","6655 (interacts with) 13140"
"1","15.482740425913688","interacts with","6655 (interacts with) 13286","false","interacts with","6655 (interacts with) 13286"
"2","23.813889567366278","interacts with","6655 (interacts with) 13317","false","interacts with","6655 (interacts with) 13317"
"1","16.21180026416886","interacts with","6655 (interacts with) 13411","false","interacts with","6655 (interacts with) 13411"
"1","16.517896356746995","interacts with","6655 (interacts with) 13437","false","interacts with","6655 (interacts with) 13437"
"3","11.757757509423056","interacts with","6655 (interacts with) 13441","false","interacts with","6655 (interacts with) 13441"
"1","14.392911674170415","interacts with","6655 (interacts with) 13448","false","interacts with","6655 (interacts with) 13448"
"2","12.560870320529776","interacts with","6655 (interacts with) 13568","false","interacts with","6655 (interacts with) 13568"
"3","10.608197281847541","interacts with","6655 (interacts with) 13569","false","interacts with","6655 (interacts with) 13569"
"1","20.46031407065972","interacts with","6655 (interacts with) 13869","false","interacts with","6655 (interacts with) 13869"
"1","16.18736134907281","interacts with","6655 (interacts with) 14055","false","interacts with","6655 (interacts with) 14055"
"2","19.158712016544452","interacts with","6655 (interacts with) 14081","false","interacts with","6655 (interacts with) 14081"
"1","15.956345529631818","interacts with","6655 (interacts with) 14187","false","interacts with","6655 (interacts with) 14187"
"2","17.348667200346608","interacts with","6655 (interacts with) 14541","false","interacts with","6655 (interacts with) 14541"
"1","19.583761287409025","interacts with","6655 (interacts with) 14601","false","interacts with","6655 (interacts with) 14601"
"1","14.513831932896249","interacts with","6666 (interacts with) 6837","false","interacts with","6666 (interacts with) 6837"
"1","15.487975300623148","interacts with","6666 (interacts with) 7128","false","interacts with","6666 (interacts with) 7128"
"1","15.290328213868358","interacts with","6666 (interacts with) 7135","false","interacts with","6666 (interacts with) 7135"
"1","10.719479769270638","interacts with","6666 (interacts with) 7136","false","interacts with","6666 (interacts with) 7136"
"1","11.649330912453983","interacts with","6666 (interacts with) 7422","false","interacts with","6666 (interacts with) 7422"
"4","34.74562834617429","interacts with","6666 (interacts with) 7980","false","interacts with","6666 (interacts with) 7980"
"1","22.36609167029807","interacts with","6666 (interacts with) 8658","false","interacts with","6666 (interacts with) 8658"
"1","17.922952137468265","interacts with","6666 (interacts with) 9195","false","interacts with","6666 (interacts with) 9195"
"1","14.422718194033282","interacts with","6666 (interacts with) 9233","false","interacts with","6666 (interacts with) 9233"
"1","12.001501234148813","interacts with","6666 (interacts with) 9304","false","interacts with","6666 (interacts with) 9304"
"1","11.909637144725728","interacts with","6666 (interacts with) 9311","false","interacts with","6666 (interacts with) 9311"
"1","14.498290031710408","interacts with","6666 (interacts with) 9412","false","interacts with","6666 (interacts with) 9412"
"1","17.81576838084196","interacts with","6666 (interacts with) 9778","false","interacts with","6666 (interacts with) 9778"
"1","12.606111802569822","interacts with","6666 (interacts with) 9867","false","interacts with","6666 (interacts with) 9867"
"1","17.4570887665411","interacts with","6666 (interacts with) 10008","false","interacts with","6666 (interacts with) 10008"
"2","14.95867554790047","interacts with","6666 (interacts with) 10144","false","interacts with","6666 (interacts with) 10144"
"1","12.70278227735056","interacts with","6666 (interacts with) 10381","false","interacts with","6666 (interacts with) 10381"
"1","14.1774632416935","interacts with","6666 (interacts with) 10610","false","interacts with","6666 (interacts with) 10610"
"1","9.96140816472035","interacts with","6666 (interacts with) 10987","false","interacts with","6666 (interacts with) 10987"
"1","13.821244146071738","interacts with","6666 (interacts with) 11458","false","interacts with","6666 (interacts with) 11458"
"1","15.183400737997584","interacts with","6666 (interacts with) 11497","false","interacts with","6666 (interacts with) 11497"
"1","13.641726628236436","interacts with","6666 (interacts with) 11683","false","interacts with","6666 (interacts with) 11683"
"2","13.520680424255596","interacts with","6666 (interacts with) 11838","false","interacts with","6666 (interacts with) 11838"
"1","17.370017269133292","interacts with","6666 (interacts with) 12027","false","interacts with","6666 (interacts with) 12027"
"1","13.324922253554956","interacts with","6666 (interacts with) 12371","false","interacts with","6666 (interacts with) 12371"
"1","17.521974308402186","interacts with","6666 (interacts with) 12643","false","interacts with","6666 (interacts with) 12643"
"1","14.4379173398355","interacts with","6666 (interacts with) 12996","false","interacts with","6666 (interacts with) 12996"
"2","18.80332818508517","interacts with","6666 (interacts with) 13411","false","interacts with","6666 (interacts with) 13411"
"2","12.277753916586125","interacts with","6666 (interacts with) 13441","false","interacts with","6666 (interacts with) 13441"
"2","12.983383560986578","interacts with","6666 (interacts with) 13569","false","interacts with","6666 (interacts with) 13569"
"2","13.822088538584214","interacts with","6666 (interacts with) 13718","false","interacts with","6666 (interacts with) 13718"
"1","13.99671930323472","interacts with","6666 (interacts with) 13869","false","interacts with","6666 (interacts with) 13869"
"1","13.656142997009868","interacts with","6666 (interacts with) 13921","false","interacts with","6666 (interacts with) 13921"
"1","16.67170794370563","interacts with","6666 (interacts with) 13980","false","interacts with","6666 (interacts with) 13980"
"1","15.5945462888019","interacts with","6666 (interacts with) 14154","false","interacts with","6666 (interacts with) 14154"
"1","20.64882116539108","interacts with","6804 (interacts with) 6837","false","interacts with","6804 (interacts with) 6837"
"2","9.122737854960226","interacts with","6804 (interacts with) 6919","false","interacts with","6804 (interacts with) 6919"
"1","13.390761507597063","interacts with","6804 (interacts with) 7006","false","interacts with","6804 (interacts with) 7006"
"1","25.19782283459224","interacts with","6804 (interacts with) 7128","false","interacts with","6804 (interacts with) 7128"
"1","11.450012294394098","interacts with","6804 (interacts with) 7422","false","interacts with","6804 (interacts with) 7422"
"1","7.818954040754417","interacts with","6804 (interacts with) 8443","false","interacts with","6804 (interacts with) 8443"
"1","46.63131054304041","interacts with","6804 (interacts with) 8658","false","interacts with","6804 (interacts with) 8658"
"1","25.520790519578416","interacts with","6804 (interacts with) 10144","false","interacts with","6804 (interacts with) 10144"
"1","20.13799417087818","interacts with","6804 (interacts with) 11300","false","interacts with","6804 (interacts with) 11300"
"1","15.452811130609959","interacts with","6804 (interacts with) 12371","false","interacts with","6804 (interacts with) 12371"
"1","10.943764127319113","interacts with","6804 (interacts with) 13317","false","interacts with","6804 (interacts with) 13317"
"1","38.75703593224618","interacts with","6804 (interacts with) 13411","false","interacts with","6804 (interacts with) 13411"
"1","16.13453562097783","interacts with","6804 (interacts with) 13568","false","interacts with","6804 (interacts with) 13568"
"2","18.978525740384033","interacts with","6804 (interacts with) 13569","false","interacts with","6804 (interacts with) 13569"
"1","9.317479369177903","interacts with","6804 (interacts with) 14055","false","interacts with","6804 (interacts with) 14055"
"1","12.899479487184488","interacts with","6806 (interacts with) 6837","false","interacts with","6806 (interacts with) 6837"
"2","9.883424958557352","interacts with","6806 (interacts with) 6919","false","interacts with","6806 (interacts with) 6919"
"3","12.118090003108026","interacts with","6806 (interacts with) 7128","false","interacts with","6806 (interacts with) 7128"
"1","12.537969572603814","interacts with","6806 (interacts with) 7135","false","interacts with","6806 (interacts with) 7135"
"2","9.537389871287434","interacts with","6806 (interacts with) 7136","false","interacts with","6806 (interacts with) 7136"
"1","8.768506021927216","interacts with","6806 (interacts with) 7422","false","interacts with","6806 (interacts with) 7422"
"2","39.80227424909821","interacts with","6806 (interacts with) 7980","false","interacts with","6806 (interacts with) 7980"
"3","17.19191179691452","interacts with","6806 (interacts with) 8069","false","interacts with","6806 (interacts with) 8069"
"1","14.186699346421115","interacts with","6806 (interacts with) 8432","false","interacts with","6806 (interacts with) 8432"
"1","16.709861706648972","interacts with","6806 (interacts with) 8707","false","interacts with","6806 (interacts with) 8707"
"1","13.984222807527898","interacts with","6806 (interacts with) 8764","false","interacts with","6806 (interacts with) 8764"
"1","13.746047463754044","interacts with","6806 (interacts with) 9304","false","interacts with","6806 (interacts with) 9304"
"1","12.525141108530343","interacts with","6806 (interacts with) 9311","false","interacts with","6806 (interacts with) 9311"
"1","15.169784867525928","interacts with","6806 (interacts with) 9322","false","interacts with","6806 (interacts with) 9322"
"1","16.368148432867237","interacts with","6806 (interacts with) 9325","false","interacts with","6806 (interacts with) 9325"
"1","10.972028553250789","interacts with","6806 (interacts with) 9412","false","interacts with","6806 (interacts with) 9412"
"1","14.26872398532923","interacts with","6806 (interacts with) 10144","false","interacts with","6806 (interacts with) 10144"
"1","10.922358679705884","interacts with","6806 (interacts with) 10675","false","interacts with","6806 (interacts with) 10675"
"1","10.030455987838167","interacts with","6806 (interacts with) 11748","false","interacts with","6806 (interacts with) 11748"
"2","13.856753531833073","interacts with","6806 (interacts with) 12027","false","interacts with","6806 (interacts with) 12027"
"1","18.481079172600896","interacts with","6806 (interacts with) 12643","false","interacts with","6806 (interacts with) 12643"
"1","9.992499876599386","interacts with","6806 (interacts with) 13326","false","interacts with","6806 (interacts with) 13326"
"3","19.492729430856937","interacts with","6806 (interacts with) 13411","false","interacts with","6806 (interacts with) 13411"
"1","9.35075205820416","interacts with","6806 (interacts with) 13568","false","interacts with","6806 (interacts with) 13568"
"1","8.01932820907547","interacts with","6806 (interacts with) 13752","false","interacts with","6806 (interacts with) 13752"
"1","13.961068761575522","interacts with","6806 (interacts with) 14601","false","interacts with","6806 (interacts with) 14601"
"3","14.67843997855409","interacts with","6837 (interacts with) 6919","false","interacts with","6837 (interacts with) 6919"
"2","15.199429501325703","interacts with","6837 (interacts with) 7128","false","interacts with","6837 (interacts with) 7128"
"2","14.65254726333564","interacts with","6837 (interacts with) 7135","false","interacts with","6837 (interacts with) 7135"
"3","28.309354156227258","interacts with","6837 (interacts with) 7980","false","interacts with","6837 (interacts with) 7980"
"2","16.723552702446316","interacts with","6837 (interacts with) 8069","false","interacts with","6837 (interacts with) 8069"
"1","15.839261337269766","interacts with","6837 (interacts with) 8272","false","interacts with","6837 (interacts with) 8272"
"1","37.94261947617306","interacts with","6837 (interacts with) 8351","false","interacts with","6837 (interacts with) 8351"
"1","25.779657364996","interacts with","6837 (interacts with) 8432","false","interacts with","6837 (interacts with) 8432"
"2","16.225015803469972","interacts with","6837 (interacts with) 8443","false","interacts with","6837 (interacts with) 8443"
"6","17.4861130038354","interacts with","6837 (interacts with) 8658","false","interacts with","6837 (interacts with) 8658"
"1","17.70259541131636","interacts with","6837 (interacts with) 8797","false","interacts with","6837 (interacts with) 8797"
"3","17.16341270236408","interacts with","6837 (interacts with) 9178","false","interacts with","6837 (interacts with) 9178"
"5","13.342178743758787","interacts with","6837 (interacts with) 9233","false","interacts with","6837 (interacts with) 9233"
"1","12.391297061594154","interacts with","6837 (interacts with) 9311","false","interacts with","6837 (interacts with) 9311"
"2","12.695849047184254","interacts with","6837 (interacts with) 9325","false","interacts with","6837 (interacts with) 9325"
"1","20.513217734321096","interacts with","6837 (interacts with) 9667","false","interacts with","6837 (interacts with) 9667"
"1","17.655412550243252","interacts with","6837 (interacts with) 9778","false","interacts with","6837 (interacts with) 9778"
"1","21.437361793511567","interacts with","6837 (interacts with) 10077","false","interacts with","6837 (interacts with) 10077"
"1","15.912156019986742","interacts with","6837 (interacts with) 10591","false","interacts with","6837 (interacts with) 10591"
"1","16.793289371613543","interacts with","6837 (interacts with) 11148","false","interacts with","6837 (interacts with) 11148"
"1","12.353304824111397","interacts with","6837 (interacts with) 11300","false","interacts with","6837 (interacts with) 11300"
"1","17.610780975458635","interacts with","6837 (interacts with) 11458","false","interacts with","6837 (interacts with) 11458"
"1","17.12251334518424","interacts with","6837 (interacts with) 11594","false","interacts with","6837 (interacts with) 11594"
"3","13.836662894379344","interacts with","6837 (interacts with) 11941","false","interacts with","6837 (interacts with) 11941"
"1","15.788913699903494","interacts with","6837 (interacts with) 12053","false","interacts with","6837 (interacts with) 12053"
"1","14.424978727138736","interacts with","6837 (interacts with) 12064","false","interacts with","6837 (interacts with) 12064"
"1","22.32249550781612","interacts with","6837 (interacts with) 12177","false","interacts with","6837 (interacts with) 12177"
"4","14.77757991065053","interacts with","6837 (interacts with) 12643","false","interacts with","6837 (interacts with) 12643"
"1","16.24502943958014","interacts with","6837 (interacts with) 12790","false","interacts with","6837 (interacts with) 12790"
"1","24.340473468054878","interacts with","6837 (interacts with) 12996","false","interacts with","6837 (interacts with) 12996"
"1","16.745436620886768","interacts with","6837 (interacts with) 13326","false","interacts with","6837 (interacts with) 13326"
"1","15.0674605743965","interacts with","6837 (interacts with) 13448","false","interacts with","6837 (interacts with) 13448"
"6","13.221408269530338","interacts with","6837 (interacts with) 13569","false","interacts with","6837 (interacts with) 13569"
"1","17.44230880821638","interacts with","6837 (interacts with) 13957","false","interacts with","6837 (interacts with) 13957"
"1","21.538140474493744","interacts with","6837 (interacts with) 14081","false","interacts with","6837 (interacts with) 14081"
"1","18.757191768742018","interacts with","6837 (interacts with) 14541","false","interacts with","6837 (interacts with) 14541"
"1","16.764646899139727","interacts with","6837 (interacts with) 14601","false","interacts with","6837 (interacts with) 14601"
"2","6.668246198979365","interacts with","6919 (interacts with) 6995","false","interacts with","6919 (interacts with) 6995"
"1","10.690073775391634","interacts with","6919 (interacts with) 7006","false","interacts with","6919 (interacts with) 7006"
"1","16.980209162597994","interacts with","6919 (interacts with) 7128","false","interacts with","6919 (interacts with) 7128"
"1","53.994364791163406","interacts with","6919 (interacts with) 7980","false","interacts with","6919 (interacts with) 7980"
"1","21.831773871389245","interacts with","6919 (interacts with) 8069","false","interacts with","6919 (interacts with) 8069"
"1","12.007517818305319","interacts with","6919 (interacts with) 8332","false","interacts with","6919 (interacts with) 8332"
"1","32.34552770634799","interacts with","6919 (interacts with) 8658","false","interacts with","6919 (interacts with) 8658"
"1","16.740881674354384","interacts with","6919 (interacts with) 10144","false","interacts with","6919 (interacts with) 10144"
"1","11.46711945306305","interacts with","6919 (interacts with) 11838","false","interacts with","6919 (interacts with) 11838"
"2","8.43976348312127","interacts with","6919 (interacts with) 11941","false","interacts with","6919 (interacts with) 11941"
"1","12.014850301792348","interacts with","6919 (interacts with) 12167","false","interacts with","6919 (interacts with) 12167"
"1","15.72572068461198","interacts with","6919 (interacts with) 12177","false","interacts with","6919 (interacts with) 12177"
"1","21.31685954395576","interacts with","6919 (interacts with) 12643","false","interacts with","6919 (interacts with) 12643"
"1","12.634259069896133","interacts with","6919 (interacts with) 12707","false","interacts with","6919 (interacts with) 12707"
"1","13.33543929410802","interacts with","6919 (interacts with) 13317","false","interacts with","6919 (interacts with) 13317"
"1","9.400265826276282","interacts with","6919 (interacts with) 13441","false","interacts with","6919 (interacts with) 13441"
"1","19.645220771432086","interacts with","6919 (interacts with) 13448","false","interacts with","6919 (interacts with) 13448"
"1","11.006046089961425","interacts with","6919 (interacts with) 13568","false","interacts with","6919 (interacts with) 13568"
"3","12.096078866671366","interacts with","6919 (interacts with) 13569","false","interacts with","6919 (interacts with) 13569"
"1","10.38402796067405","interacts with","6919 (interacts with) 13752","false","interacts with","6919 (interacts with) 13752"
"1","9.058126218634774","interacts with","6919 (interacts with) 14055","false","interacts with","6919 (interacts with) 14055"
"2","14.775518558935461","interacts with","6995 (interacts with) 7128","false","interacts with","6995 (interacts with) 7128"
"1","14.062521243800731","interacts with","6995 (interacts with) 7135","false","interacts with","6995 (interacts with) 7135"
"1","46.95326327434797","interacts with","6995 (interacts with) 7980","false","interacts with","6995 (interacts with) 7980"
"1","19.7811577430232","interacts with","6995 (interacts with) 8069","false","interacts with","6995 (interacts with) 8069"
"1","10.384806160433907","interacts with","6995 (interacts with) 8332","false","interacts with","6995 (interacts with) 8332"
"1","28.40573787433798","interacts with","6995 (interacts with) 8658","false","interacts with","6995 (interacts with) 8658"
"2","19.734672055911492","interacts with","6995 (interacts with) 9778","false","interacts with","6995 (interacts with) 9778"
"1","15.545698415839066","interacts with","6995 (interacts with) 10144","false","interacts with","6995 (interacts with) 10144"
"1","9.037750294182032","interacts with","6995 (interacts with) 10381","false","interacts with","6995 (interacts with) 10381"
"1","11.984862369761073","interacts with","6995 (interacts with) 11497","false","interacts with","6995 (interacts with) 11497"
"1","10.38097577369354","interacts with","6995 (interacts with) 11838","false","interacts with","6995 (interacts with) 11838"
"1","15.129768300234414","interacts with","6995 (interacts with) 12027","false","interacts with","6995 (interacts with) 12027"
"1","9.719975219873923","interacts with","6995 (interacts with) 12167","false","interacts with","6995 (interacts with) 12167"
"1","19.723643475872464","interacts with","6995 (interacts with) 12643","false","interacts with","6995 (interacts with) 12643"
"1","10.580472766416365","interacts with","6995 (interacts with) 12996","false","interacts with","6995 (interacts with) 12996"
"2","8.140423115865236","interacts with","6995 (interacts with) 13326","false","interacts with","6995 (interacts with) 13326"
"1","9.159982312519414","interacts with","6995 (interacts with) 13441","false","interacts with","6995 (interacts with) 13441"
"2","17.409926414555944","interacts with","6995 (interacts with) 13448","false","interacts with","6995 (interacts with) 13448"
"2","8.805387478440501","interacts with","6995 (interacts with) 13568","false","interacts with","6995 (interacts with) 13568"
"1","8.697773157670031","interacts with","6995 (interacts with) 13752","false","interacts with","6995 (interacts with) 13752"
"1","13.280824640219329","interacts with","6995 (interacts with) 14368","false","interacts with","6995 (interacts with) 14368"
"1","36.2627733004249","interacts with","7006 (interacts with) 7980","false","interacts with","7006 (interacts with) 7980"
"4","16.812499214907525","interacts with","7006 (interacts with) 8069","false","interacts with","7006 (interacts with) 8069"
"2","22.28699827166097","interacts with","7006 (interacts with) 8658","false","interacts with","7006 (interacts with) 8658"
"1","12.262375780781433","interacts with","7006 (interacts with) 9290","false","interacts with","7006 (interacts with) 9290"
"1","15.084752524539947","interacts with","7006 (interacts with) 9325","false","interacts with","7006 (interacts with) 9325"
"1","12.634876183771102","interacts with","7006 (interacts with) 9550","false","interacts with","7006 (interacts with) 9550"
"1","15.18713633507735","interacts with","7006 (interacts with) 9778","false","interacts with","7006 (interacts with) 9778"
"1","11.984025677430328","interacts with","7006 (interacts with) 9867","false","interacts with","7006 (interacts with) 9867"
"1","16.09014742395547","interacts with","7006 (interacts with) 10008","false","interacts with","7006 (interacts with) 10008"
"4","14.050068949204087","interacts with","7006 (interacts with) 10144","false","interacts with","7006 (interacts with) 10144"
"1","12.29378349010234","interacts with","7006 (interacts with) 10381","false","interacts with","7006 (interacts with) 10381"
"1","13.427421108303458","interacts with","7006 (interacts with) 10847","false","interacts with","7006 (interacts with) 10847"
"1","10.680283980526323","interacts with","7006 (interacts with) 11300","false","interacts with","7006 (interacts with) 11300"
"1","12.389221512676878","interacts with","7006 (interacts with) 11594","false","interacts with","7006 (interacts with) 11594"
"1","12.65145900402025","interacts with","7006 (interacts with) 11683","false","interacts with","7006 (interacts with) 11683"
"1","12.948978178347769","interacts with","7006 (interacts with) 11998","false","interacts with","7006 (interacts with) 11998"
"1","15.182381248647745","interacts with","7006 (interacts with) 12027","false","interacts with","7006 (interacts with) 12027"
"1","10.450246392473476","interacts with","7006 (interacts with) 13029","false","interacts with","7006 (interacts with) 13029"
"1","10.72074646199432","interacts with","7006 (interacts with) 13326","false","interacts with","7006 (interacts with) 13326"
"2","18.347354583257754","interacts with","7006 (interacts with) 13411","false","interacts with","7006 (interacts with) 13411"
"1","10.140522868214102","interacts with","7006 (interacts with) 13441","false","interacts with","7006 (interacts with) 13441"
"1","15.645514769810678","interacts with","7006 (interacts with) 13448","false","interacts with","7006 (interacts with) 13448"
"1","10.42729320088385","interacts with","7006 (interacts with) 13809","false","interacts with","7006 (interacts with) 13809"
"1","9.838966734981357","interacts with","7006 (interacts with) 14055","false","interacts with","7006 (interacts with) 14055"
"9","9.477402643612429","interacts with","7128 (interacts with) 7135","false","interacts with","7128 (interacts with) 7135"
"4","13.39690513513441","interacts with","7128 (interacts with) 7136","false","interacts with","7128 (interacts with) 7136"
"4","14.796705168387124","interacts with","7128 (interacts with) 7198","false","interacts with","7128 (interacts with) 7198"
"16","9.168449684047594","interacts with","7128 (interacts with) 7233","false","interacts with","7128 (interacts with) 7233"
"2","14.011580288224378","interacts with","7128 (interacts with) 7422","false","interacts with","7128 (interacts with) 7422"
"1","27.95227658504782","interacts with","7128 (interacts with) 7929","false","interacts with","7128 (interacts with) 7929"
"1","15.878629723992969","interacts with","7128 (interacts with) 7975","false","interacts with","7128 (interacts with) 7975"
"14","23.139665557236874","interacts with","7128 (interacts with) 7980","false","interacts with","7128 (interacts with) 7980"
"8","11.547949688055661","interacts with","7128 (interacts with) 8069","false","interacts with","7128 (interacts with) 8069"
"7","15.829962804677042","interacts with","7128 (interacts with) 8658","false","interacts with","7128 (interacts with) 8658"
"1","23.456162188064596","interacts with","7128 (interacts with) 9178","false","interacts with","7128 (interacts with) 9178"
"5","15.12030287887832","interacts with","7128 (interacts with) 9233","false","interacts with","7128 (interacts with) 9233"
"6","12.587583972011656","interacts with","7128 (interacts with) 9290","false","interacts with","7128 (interacts with) 9290"
"1","12.518652482467358","interacts with","7128 (interacts with) 9311","false","interacts with","7128 (interacts with) 9311"
"2","14.854201984417163","interacts with","7128 (interacts with) 9322","false","interacts with","7128 (interacts with) 9322"
"2","21.75987018657297","interacts with","7128 (interacts with) 9412","false","interacts with","7128 (interacts with) 9412"
"5","11.500172696903073","interacts with","7128 (interacts with) 9778","false","interacts with","7128 (interacts with) 9778"
"1","21.82913509166044","interacts with","7128 (interacts with) 9867","false","interacts with","7128 (interacts with) 9867"
"1","11.62926941193242","interacts with","7128 (interacts with) 10144","false","interacts with","7128 (interacts with) 10144"
"1","18.032833123382495","interacts with","7128 (interacts with) 10381","false","interacts with","7128 (interacts with) 10381"
"1","14.039364026579404","interacts with","7128 (interacts with) 10675","false","interacts with","7128 (interacts with) 10675"
"1","15.581143081272929","interacts with","7128 (interacts with) 10987","false","interacts with","7128 (interacts with) 10987"
"4","26.497980580854502","interacts with","7128 (interacts with) 11011","false","interacts with","7128 (interacts with) 11011"
"1","14.528732163679235","interacts with","7128 (interacts with) 11421","false","interacts with","7128 (interacts with) 11421"
"1","15.152011849781921","interacts with","7128 (interacts with) 11440","false","interacts with","7128 (interacts with) 11440"
"1","24.47810266489765","interacts with","7128 (interacts with) 11562","false","interacts with","7128 (interacts with) 11562"
"2","12.869848152629348","interacts with","7128 (interacts with) 11594","false","interacts with","7128 (interacts with) 11594"
"1","22.071131044488823","interacts with","7128 (interacts with) 11748","false","interacts with","7128 (interacts with) 11748"
"3","25.59329621188763","interacts with","7128 (interacts with) 11792","false","interacts with","7128 (interacts with) 11792"
"4","19.542834739626333","interacts with","7128 (interacts with) 11932","false","interacts with","7128 (interacts with) 11932"
"1","16.694969492965896","interacts with","7128 (interacts with) 11941","false","interacts with","7128 (interacts with) 11941"
"8","12.412205444142039","interacts with","7128 (interacts with) 11982","false","interacts with","7128 (interacts with) 11982"
"1","28.25444116520461","interacts with","7128 (interacts with) 11998","false","interacts with","7128 (interacts with) 11998"
"11","10.547872030735952","interacts with","7128 (interacts with) 12027","false","interacts with","7128 (interacts with) 12027"
"1","17.65204766718498","interacts with","7128 (interacts with) 12167","false","interacts with","7128 (interacts with) 12167"
"3","18.09320951181926","interacts with","7128 (interacts with) 12209","false","interacts with","7128 (interacts with) 12209"
"1","13.693356305479073","interacts with","7128 (interacts with) 12371","false","interacts with","7128 (interacts with) 12371"
"3","13.983874294335603","interacts with","7128 (interacts with) 12643","false","interacts with","7128 (interacts with) 12643"
"1","17.39678528294292","interacts with","7128 (interacts with) 12707","false","interacts with","7128 (interacts with) 12707"
"3","14.035140328740637","interacts with","7128 (interacts with) 12790","false","interacts with","7128 (interacts with) 12790"
