"clust","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"1","13.047987900227811","interacts with","3451 (interacts with) 3462","false","interacts with","3451 (interacts with) 3462"
"2","48.68159192557585","interacts with","3451 (interacts with) 3500","false","interacts with","3451 (interacts with) 3500"
"1","27.971650325236535","interacts with","3451 (interacts with) 3681","false","interacts with","3451 (interacts with) 3681"
"1","24.453862869534742","interacts with","3451 (interacts with) 3762","false","interacts with","3451 (interacts with) 3762"
"1","12.440623116582193","interacts with","3451 (interacts with) 4717","false","interacts with","3451 (interacts with) 4717"
"1","11.78952733974271","interacts with","3451 (interacts with) 4804","false","interacts with","3451 (interacts with) 4804"
"1","9.412097507120386","interacts with","3451 (interacts with) 5027","false","interacts with","3451 (interacts with) 5027"
"1","11.812599370193752","interacts with","3451 (interacts with) 5065","false","interacts with","3451 (interacts with) 5065"
"1","12.834585785814838","interacts with","3451 (interacts with) 5099","false","interacts with","3451 (interacts with) 5099"
"1","9.138188239349228","interacts with","3451 (interacts with) 6014","false","interacts with","3451 (interacts with) 6014"
"2","9.745991738776766","interacts with","3451 (interacts with) 6106","false","interacts with","3451 (interacts with) 6106"
"3","58.50163412096546","interacts with","3451 (interacts with) 7980","false","interacts with","3451 (interacts with) 7980"
"1","14.021704126023836","interacts with","3451 (interacts with) 8351","false","interacts with","3451 (interacts with) 8351"
"4","39.06434962059381","interacts with","3451 (interacts with) 8658","false","interacts with","3451 (interacts with) 8658"
"1","19.659407242444566","interacts with","3451 (interacts with) 9233","false","interacts with","3451 (interacts with) 9233"
"1","24.375123793845095","interacts with","3451 (interacts with) 10591","false","interacts with","3451 (interacts with) 10591"
"1","12.228030424167784","interacts with","3451 (interacts with) 10966","false","interacts with","3451 (interacts with) 10966"
"1","20.877387622206665","interacts with","3451 (interacts with) 12027","false","interacts with","3451 (interacts with) 12027"
"2","11.04924699234984","interacts with","3451 (interacts with) 12064","false","interacts with","3451 (interacts with) 12064"
"1","12.119831640625247","interacts with","3451 (interacts with) 12707","false","interacts with","3451 (interacts with) 12707"
"1","24.1296115392814","interacts with","3451 (interacts with) 13448","false","interacts with","3451 (interacts with) 13448"
"1","16.550127640392223","interacts with","3451 (interacts with) 13508","false","interacts with","3451 (interacts with) 13508"
"1","16.661197322340314","interacts with","3451 (interacts with) 14368","false","interacts with","3451 (interacts with) 14368"
"1","12.367057707103468","interacts with","3451 (interacts with) 14851","false","interacts with","3451 (interacts with) 14851"
"1","40.45185042483379","interacts with","3462 (interacts with) 3500","false","interacts with","3462 (interacts with) 3500"
"1","10.635316670362434","interacts with","3462 (interacts with) 3867","false","interacts with","3462 (interacts with) 3867"
"1","12.076067300469978","interacts with","3462 (interacts with) 3924","false","interacts with","3462 (interacts with) 3924"
"3","7.767781291428525","interacts with","3462 (interacts with) 4804","false","interacts with","3462 (interacts with) 4804"
"3","9.288030856477617","interacts with","3462 (interacts with) 4907","false","interacts with","3462 (interacts with) 4907"
"1","10.376106561212223","interacts with","3462 (interacts with) 5027","false","interacts with","3462 (interacts with) 5027"
"2","10.854940498120534","interacts with","3462 (interacts with) 5496","false","interacts with","3462 (interacts with) 5496"
"1","12.129447249603508","interacts with","3462 (interacts with) 5648","false","interacts with","3462 (interacts with) 5648"
"1","10.661668641488351","interacts with","3462 (interacts with) 6066","false","interacts with","3462 (interacts with) 6066"
"2","14.47103530289518","interacts with","3462 (interacts with) 6655","false","interacts with","3462 (interacts with) 6655"
"1","11.896642606566827","interacts with","3462 (interacts with) 6666","false","interacts with","3462 (interacts with) 6666"
"2","15.455175205161868","interacts with","3462 (interacts with) 6837","false","interacts with","3462 (interacts with) 6837"
"1","9.373340261145188","interacts with","3462 (interacts with) 6919","false","interacts with","3462 (interacts with) 6919"
"1","9.083898774621652","interacts with","3462 (interacts with) 7006","false","interacts with","3462 (interacts with) 7006"
"1","46.28516871651044","interacts with","3462 (interacts with) 7980","false","interacts with","3462 (interacts with) 7980"
"2","20.644538258003546","interacts with","3462 (interacts with) 8069","false","interacts with","3462 (interacts with) 8069"
"2","27.62322195305901","interacts with","3462 (interacts with) 8658","false","interacts with","3462 (interacts with) 8658"
"1","14.827031969687704","interacts with","3462 (interacts with) 9290","false","interacts with","3462 (interacts with) 9290"
"1","14.23448599977606","interacts with","3462 (interacts with) 9311","false","interacts with","3462 (interacts with) 9311"
"1","21.192910055924052","interacts with","3462 (interacts with) 9778","false","interacts with","3462 (interacts with) 9778"
"1","12.82670538029164","interacts with","3462 (interacts with) 9867","false","interacts with","3462 (interacts with) 9867"
"1","12.648984752434794","interacts with","3462 (interacts with) 11421","false","interacts with","3462 (interacts with) 11421"
"2","12.739521830137173","interacts with","3462 (interacts with) 11683","false","interacts with","3462 (interacts with) 11683"
"1","9.728048315670804","interacts with","3462 (interacts with) 11838","false","interacts with","3462 (interacts with) 11838"
"1","9.802700257077586","interacts with","3462 (interacts with) 11941","false","interacts with","3462 (interacts with) 11941"
"1","9.461688884341935","interacts with","3462 (interacts with) 13029","false","interacts with","3462 (interacts with) 13029"
"4","16.141908503492655","interacts with","3462 (interacts with) 13448","false","interacts with","3462 (interacts with) 13448"
"3","11.814224733388816","interacts with","3462 (interacts with) 13569","false","interacts with","3462 (interacts with) 13569"
"1","11.522366771146256","interacts with","3462 (interacts with) 13869","false","interacts with","3462 (interacts with) 13869"
"9","41.94899764544445","interacts with","3479 (interacts with) 3500","false","interacts with","3479 (interacts with) 3500"
"2","20.94936021557293","interacts with","3479 (interacts with) 3762","false","interacts with","3479 (interacts with) 3762"
"1","17.250785116855614","interacts with","3479 (interacts with) 4357","false","interacts with","3479 (interacts with) 4357"
"1","11.072043205375666","interacts with","3479 (interacts with) 4400","false","interacts with","3479 (interacts with) 4400"
"1","9.460911771855368","interacts with","3479 (interacts with) 4572","false","interacts with","3479 (interacts with) 4572"
"1","10.220288001572676","interacts with","3479 (interacts with) 5116","false","interacts with","3479 (interacts with) 5116"
"1","29.81461321409515","interacts with","3479 (interacts with) 5419","false","interacts with","3479 (interacts with) 5419"
"1","13.433181364395118","interacts with","3479 (interacts with) 5567","false","interacts with","3479 (interacts with) 5567"
"1","15.102173760041175","interacts with","3479 (interacts with) 5771","false","interacts with","3479 (interacts with) 5771"
"1","19.16243019253134","interacts with","3479 (interacts with) 6540","false","interacts with","3479 (interacts with) 6540"
"1","10.895505683153857","interacts with","3479 (interacts with) 6593","false","interacts with","3479 (interacts with) 6593"
"1","10.179058694108067","interacts with","3479 (interacts with) 6634","false","interacts with","3479 (interacts with) 6634"
"1","15.974378132088976","interacts with","3479 (interacts with) 7233","false","interacts with","3479 (interacts with) 7233"
"2","54.67978927597214","interacts with","3479 (interacts with) 7980","false","interacts with","3479 (interacts with) 7980"
"1","9.328274435577226","interacts with","3479 (interacts with) 8307","false","interacts with","3479 (interacts with) 8307"
"1","34.337195426939466","interacts with","3479 (interacts with) 8658","false","interacts with","3479 (interacts with) 8658"
"1","14.440171044536882","interacts with","3479 (interacts with) 9233","false","interacts with","3479 (interacts with) 9233"
"1","16.88576813626286","interacts with","3479 (interacts with) 9311","false","interacts with","3479 (interacts with) 9311"
"2","14.836787458937804","interacts with","3479 (interacts with) 9322","false","interacts with","3479 (interacts with) 9322"
"1","11.186810643706847","interacts with","3479 (interacts with) 11385","false","interacts with","3479 (interacts with) 11385"
"2","12.900863731467338","interacts with","3479 (interacts with) 12053","false","interacts with","3479 (interacts with) 12053"
"1","26.944012377596483","interacts with","3479 (interacts with) 13411","false","interacts with","3479 (interacts with) 13411"
"1","9.262399682872339","interacts with","3479 (interacts with) 14154","false","interacts with","3479 (interacts with) 14154"
"1","12.591697429740423","interacts with","3479 (interacts with) 14851","false","interacts with","3479 (interacts with) 14851"
"3","17.44927284635649","interacts with","3500 (interacts with) 3681","false","interacts with","3500 (interacts with) 3681"
"4","46.14503206851272","interacts with","3500 (interacts with) 3709","false","interacts with","3500 (interacts with) 3709"
"5","54.668653762149795","interacts with","3500 (interacts with) 3756","false","interacts with","3500 (interacts with) 3756"
"22","21.347208324868678","interacts with","3500 (interacts with) 3762","false","interacts with","3500 (interacts with) 3762"
"2","134.9429316093983","interacts with","3500 (interacts with) 3823","false","interacts with","3500 (interacts with) 3823"
"2","74.9531968031968","interacts with","3500 (interacts with) 3892","false","interacts with","3500 (interacts with) 3892"
"6","38.97597622485527","interacts with","3500 (interacts with) 3984","false","interacts with","3500 (interacts with) 3984"
"2","61.21158689581691","interacts with","3500 (interacts with) 4165","false","interacts with","3500 (interacts with) 4165"
"3","48.80513984945671","interacts with","3500 (interacts with) 4350","false","interacts with","3500 (interacts with) 4350"
"6","26.321813933174","interacts with","3500 (interacts with) 4357","false","interacts with","3500 (interacts with) 4357"
"2","37.97990959404118","interacts with","3500 (interacts with) 4378","false","interacts with","3500 (interacts with) 4378"
"1","46.17292031858216","interacts with","3500 (interacts with) 4411","false","interacts with","3500 (interacts with) 4411"
"1","56.74769711689674","interacts with","3500 (interacts with) 4426","false","interacts with","3500 (interacts with) 4426"
"5","61.02550828645188","interacts with","3500 (interacts with) 4572","false","interacts with","3500 (interacts with) 4572"
"2","32.79373161462465","interacts with","3500 (interacts with) 4633","false","interacts with","3500 (interacts with) 4633"
"1","56.650584406171404","interacts with","3500 (interacts with) 4640","false","interacts with","3500 (interacts with) 4640"
"2","38.11210083910917","interacts with","3500 (interacts with) 4642","false","interacts with","3500 (interacts with) 4642"
"2","63.84192000809645","interacts with","3500 (interacts with) 4696","false","interacts with","3500 (interacts with) 4696"
"1","71.61364051500104","interacts with","3500 (interacts with) 4741","false","interacts with","3500 (interacts with) 4741"
"1","40.36641460282962","interacts with","3500 (interacts with) 4846","false","interacts with","3500 (interacts with) 4846"
"3","45.553016949099906","interacts with","3500 (interacts with) 4910","false","interacts with","3500 (interacts with) 4910"
"3","40.35834609963068","interacts with","3500 (interacts with) 4913","false","interacts with","3500 (interacts with) 4913"
"2","56.543103095734836","interacts with","3500 (interacts with) 4990","false","interacts with","3500 (interacts with) 4990"
"1","82.03120413614758","interacts with","3500 (interacts with) 5065","false","interacts with","3500 (interacts with) 5065"
"5","32.52617187705307","interacts with","3500 (interacts with) 5099","false","interacts with","3500 (interacts with) 5099"
"4","37.56702623530735","interacts with","3500 (interacts with) 5111","false","interacts with","3500 (interacts with) 5111"
"5","31.207737367825548","interacts with","3500 (interacts with) 5116","false","interacts with","3500 (interacts with) 5116"
"7","25.59177929756604","interacts with","3500 (interacts with) 5117","false","interacts with","3500 (interacts with) 5117"
"1","31.523090030339677","interacts with","3500 (interacts with) 5124","false","interacts with","3500 (interacts with) 5124"
"1","58.098405270063296","interacts with","3500 (interacts with) 5295","false","interacts with","3500 (interacts with) 5295"
"3","67.92953559850132","interacts with","3500 (interacts with) 5396","false","interacts with","3500 (interacts with) 5396"
"13","14.982595519386212","interacts with","3500 (interacts with) 5419","false","interacts with","3500 (interacts with) 5419"
"4","24.45684805405034","interacts with","3500 (interacts with) 5496","false","interacts with","3500 (interacts with) 5496"
"1","58.25967668529218","interacts with","3500 (interacts with) 5523","false","interacts with","3500 (interacts with) 5523"
"1","45.78450161570461","interacts with","3500 (interacts with) 5648","false","interacts with","3500 (interacts with) 5648"
"4","53.222129232996195","interacts with","3500 (interacts with) 5651","false","interacts with","3500 (interacts with) 5651"
"2","81.52946017423645","interacts with","3500 (interacts with) 5653","false","interacts with","3500 (interacts with) 5653"
"2","41.219280398957125","interacts with","3500 (interacts with) 5669","false","interacts with","3500 (interacts with) 5669"
"1","56.35750256169019","interacts with","3500 (interacts with) 5864","false","interacts with","3500 (interacts with) 5864"
"1","65.14413839228085","interacts with","3500 (interacts with) 5944","false","interacts with","3500 (interacts with) 5944"
"1","36.30199707265608","interacts with","3500 (interacts with) 6014","false","interacts with","3500 (interacts with) 6014"
"1","51.64047363543047","interacts with","3500 (interacts with) 6100","false","interacts with","3500 (interacts with) 6100"
"3","38.27359543700672","interacts with","3500 (interacts with) 6106","false","interacts with","3500 (interacts with) 6106"
"11","22.43448102297217","interacts with","3500 (interacts with) 6540","false","interacts with","3500 (interacts with) 6540"
"4","45.05909338807527","interacts with","3500 (interacts with) 6565","false","interacts with","3500 (interacts with) 6565"
"2","70.17519702519722","interacts with","3500 (interacts with) 6572","false","interacts with","3500 (interacts with) 6572"
"3","56.8532435852216","interacts with","3500 (interacts with) 6593","false","interacts with","3500 (interacts with) 6593"
"9","36.59007757356179","interacts with","3500 (interacts with) 6602","false","interacts with","3500 (interacts with) 6602"
"3","69.82848939109459","interacts with","3500 (interacts with) 6616","false","interacts with","3500 (interacts with) 6616"
"8","43.5611174577208","interacts with","3500 (interacts with) 6634","false","interacts with","3500 (interacts with) 6634"
"4","25.051191611324988","interacts with","3500 (interacts with) 6655","false","interacts with","3500 (interacts with) 6655"
"2","33.69303380583144","interacts with","3500 (interacts with) 6806","false","interacts with","3500 (interacts with) 6806"
"2","23.691216000133824","interacts with","3500 (interacts with) 6837","false","interacts with","3500 (interacts with) 6837"
"1","29.908401142357434","interacts with","3500 (interacts with) 7006","false","interacts with","3500 (interacts with) 7006"
"10","18.846767484691494","interacts with","3500 (interacts with) 7128","false","interacts with","3500 (interacts with) 7128"
"5","21.81836608095572","interacts with","3500 (interacts with) 7135","false","interacts with","3500 (interacts with) 7135"
"3","33.6461086401875","interacts with","3500 (interacts with) 7136","false","interacts with","3500 (interacts with) 7136"
"4","37.965393183145466","interacts with","3500 (interacts with) 7198","false","interacts with","3500 (interacts with) 7198"
"6","27.610295054971942","interacts with","3500 (interacts with) 7233","false","interacts with","3500 (interacts with) 7233"
"1","37.220375546746915","interacts with","3500 (interacts with) 7422","false","interacts with","3500 (interacts with) 7422"
"1","71.1415714649093","interacts with","3500 (interacts with) 7824","false","interacts with","3500 (interacts with) 7824"
"6","59.00011825401891","interacts with","3500 (interacts with) 7929","false","interacts with","3500 (interacts with) 7929"
"3","29.50363347488743","interacts with","3500 (interacts with) 7975","false","interacts with","3500 (interacts with) 7975"
"86","7.975390449060832","interacts with","3500 (interacts with) 7980","false","interacts with","3500 (interacts with) 7980"
"3","57.97981866523017","interacts with","3500 (interacts with) 8034","false","interacts with","3500 (interacts with) 8034"
"7","18.424805904896782","interacts with","3500 (interacts with) 8069","false","interacts with","3500 (interacts with) 8069"
"2","47.37035207038617","interacts with","3500 (interacts with) 8272","false","interacts with","3500 (interacts with) 8272"
"4","69.91280486599914","interacts with","3500 (interacts with) 8307","false","interacts with","3500 (interacts with) 8307"
"1","50.11262195106235","interacts with","3500 (interacts with) 8443","false","interacts with","3500 (interacts with) 8443"
"15","12.673795061769516","interacts with","3500 (interacts with) 8658","false","interacts with","3500 (interacts with) 8658"
"3","25.574369469975455","interacts with","3500 (interacts with) 8707","false","interacts with","3500 (interacts with) 8707"
"1","46.783752502099354","interacts with","3500 (interacts with) 8764","false","interacts with","3500 (interacts with) 8764"
"2","44.624129319282275","interacts with","3500 (interacts with) 8797","false","interacts with","3500 (interacts with) 8797"
"3","53.21508134842092","interacts with","3500 (interacts with) 8854","false","interacts with","3500 (interacts with) 8854"
"6","35.51907465404012","interacts with","3500 (interacts with) 9178","false","interacts with","3500 (interacts with) 9178"
"11","20.638502660393023","interacts with","3500 (interacts with) 9233","false","interacts with","3500 (interacts with) 9233"
"6","20.716194048441015","interacts with","3500 (interacts with) 9290","false","interacts with","3500 (interacts with) 9290"
"8","33.75483689622606","interacts with","3500 (interacts with) 9304","false","interacts with","3500 (interacts with) 9304"
"14","20.80288910377733","interacts with","3500 (interacts with) 9311","false","interacts with","3500 (interacts with) 9311"
"8","21.552505415080837","interacts with","3500 (interacts with) 9322","false","interacts with","3500 (interacts with) 9322"
"4","22.03623169142021","interacts with","3500 (interacts with) 9325","false","interacts with","3500 (interacts with) 9325"
"1","59.508784974915045","interacts with","3500 (interacts with) 9412","false","interacts with","3500 (interacts with) 9412"
"15","35.512766563251944","interacts with","3500 (interacts with) 9550","false","interacts with","3500 (interacts with) 9550"
"2","63.5930561619922","interacts with","3500 (interacts with) 9667","false","interacts with","3500 (interacts with) 9667"
"8","17.322626357493675","interacts with","3500 (interacts with) 9778","false","interacts with","3500 (interacts with) 9778"
"1","41.934626263055364","interacts with","3500 (interacts with) 9867","false","interacts with","3500 (interacts with) 9867"
"2","64.73149629815988","interacts with","3500 (interacts with) 10077","false","interacts with","3500 (interacts with) 10077"
"6","18.201238763629114","interacts with","3500 (interacts with) 10144","false","interacts with","3500 (interacts with) 10144"
"19","16.076745175915182","interacts with","3500 (interacts with) 10591","false","interacts with","3500 (interacts with) 10591"
"1","32.14526766141124","interacts with","3500 (interacts with) 10610","false","interacts with","3500 (interacts with) 10610"
"2","60.58553346650003","interacts with","3500 (interacts with) 10648","false","interacts with","3500 (interacts with) 10648"
"1","87.07999648929881","interacts with","3500 (interacts with) 10804","false","interacts with","3500 (interacts with) 10804"
"3","53.50105221575819","interacts with","3500 (interacts with) 10847","false","interacts with","3500 (interacts with) 10847"
"1","86.16258421402698","interacts with","3500 (interacts with) 10966","false","interacts with","3500 (interacts with) 10966"
"8","29.774637869138928","interacts with","3500 (interacts with) 10987","false","interacts with","3500 (interacts with) 10987"
"3","74.20729767483459","interacts with","3500 (interacts with) 11019","false","interacts with","3500 (interacts with) 11019"
"1","40.59044942043393","interacts with","3500 (interacts with) 11148","false","interacts with","3500 (interacts with) 11148"
"4","67.37854164805387","interacts with","3500 (interacts with) 11151","false","interacts with","3500 (interacts with) 11151"
"7","20.484749121108948","interacts with","3500 (interacts with) 11300","false","interacts with","3500 (interacts with) 11300"
"5","70.3511552173317","interacts with","3500 (interacts with) 11316","false","interacts with","3500 (interacts with) 11316"
"2","32.63313258235123","interacts with","3500 (interacts with) 11385","false","interacts with","3500 (interacts with) 11385"
"1","32.75209543850054","interacts with","3500 (interacts with) 11421","false","interacts with","3500 (interacts with) 11421"
"1","32.395782959835294","interacts with","3500 (interacts with) 11440","false","interacts with","3500 (interacts with) 11440"
"4","37.653932712218676","interacts with","3500 (interacts with) 11458","false","interacts with","3500 (interacts with) 11458"
"1","47.0177991899743","interacts with","3500 (interacts with) 11497","false","interacts with","3500 (interacts with) 11497"
"1","49.17121573861446","interacts with","3500 (interacts with) 11562","false","interacts with","3500 (interacts with) 11562"
"1","36.689029508339495","interacts with","3500 (interacts with) 11594","false","interacts with","3500 (interacts with) 11594"
"4","27.790798403915733","interacts with","3500 (interacts with) 11683","false","interacts with","3500 (interacts with) 11683"
"2","62.5604176837755","interacts with","3500 (interacts with) 11748","false","interacts with","3500 (interacts with) 11748"
"1","69.16824474559922","interacts with","3500 (interacts with) 11760","false","interacts with","3500 (interacts with) 11760"
"3","74.84956709956715","interacts with","3500 (interacts with) 11877","false","interacts with","3500 (interacts with) 11877"
"2","54.19885106199085","interacts with","3500 (interacts with) 11932","false","interacts with","3500 (interacts with) 11932"
"1","87.00582831130087","interacts with","3500 (interacts with) 11977","false","interacts with","3500 (interacts with) 11977"
"5","39.54298673976731","interacts with","3500 (interacts with) 11982","false","interacts with","3500 (interacts with) 11982"
"6","23.78663299350615","interacts with","3500 (interacts with) 12027","false","interacts with","3500 (interacts with) 12027"
"17","23.092774275005635","interacts with","3500 (interacts with) 12053","false","interacts with","3500 (interacts with) 12053"
"2","33.44362188747416","interacts with","3500 (interacts with) 12064","false","interacts with","3500 (interacts with) 12064"
"3","88.9921578421579","interacts with","3500 (interacts with) 12126","false","interacts with","3500 (interacts with) 12126"
"4","34.08859584463005","interacts with","3500 (interacts with) 12173","false","interacts with","3500 (interacts with) 12173"
"4","65.80195033543177","interacts with","3500 (interacts with) 12177","false","interacts with","3500 (interacts with) 12177"
"1","58.06569428229863","interacts with","3500 (interacts with) 12209","false","interacts with","3500 (interacts with) 12209"
"2","28.495416289718516","interacts with","3500 (interacts with) 12371","false","interacts with","3500 (interacts with) 12371"
"11","15.133974283098707","interacts with","3500 (interacts with) 12643","false","interacts with","3500 (interacts with) 12643"
"1","77.05801014465577","interacts with","3500 (interacts with) 12675","false","interacts with","3500 (interacts with) 12675"
"1","54.311937881088355","interacts with","3500 (interacts with) 12694","false","interacts with","3500 (interacts with) 12694"
"1","36.47440050793992","interacts with","3500 (interacts with) 12707","false","interacts with","3500 (interacts with) 12707"
"2","72.30061780324955","interacts with","3500 (interacts with) 12771","false","interacts with","3500 (interacts with) 12771"
"1","38.42866264936303","interacts with","3500 (interacts with) 12790","false","interacts with","3500 (interacts with) 12790"
"1","44.956659143896495","interacts with","3500 (interacts with) 13029","false","interacts with","3500 (interacts with) 13029"
"1","53.369317537392064","interacts with","3500 (interacts with) 13116","false","interacts with","3500 (interacts with) 13116"
"1","67.54907827523924","interacts with","3500 (interacts with) 13140","false","interacts with","3500 (interacts with) 13140"
"1","65.67349772877427","interacts with","3500 (interacts with) 13258","false","interacts with","3500 (interacts with) 13258"
"1","43.73971418541001","interacts with","3500 (interacts with) 13286","false","interacts with","3500 (interacts with) 13286"
"1","67.70341412973016","interacts with","3500 (interacts with) 13317","false","interacts with","3500 (interacts with) 13317"
"1","50.06748488059356","interacts with","3500 (interacts with) 13326","false","interacts with","3500 (interacts with) 13326"
"20","12.515069361260231","interacts with","3500 (interacts with) 13411","false","interacts with","3500 (interacts with) 13411"
"1","33.16460247525466","interacts with","3500 (interacts with) 13441","false","interacts with","3500 (interacts with) 13441"
"6","18.78652578631139","interacts with","3500 (interacts with) 13448","false","interacts with","3500 (interacts with) 13448"
"6","28.45098203341466","interacts with","3500 (interacts with) 13508","false","interacts with","3500 (interacts with) 13508"
"2","27.136669967679023","interacts with","3500 (interacts with) 13568","false","interacts with","3500 (interacts with) 13568"
"2","51.663937525036786","interacts with","3500 (interacts with) 13718","false","interacts with","3500 (interacts with) 13718"
"1","31.084983517519667","interacts with","3500 (interacts with) 13752","false","interacts with","3500 (interacts with) 13752"
"1","47.70514786256219","interacts with","3500 (interacts with) 13809","false","interacts with","3500 (interacts with) 13809"
"1","46.87108403978568","interacts with","3500 (interacts with) 13865","false","interacts with","3500 (interacts with) 13865"
"2","59.22734901321608","interacts with","3500 (interacts with) 13921","false","interacts with","3500 (interacts with) 13921"
"1","33.915750496662824","interacts with","3500 (interacts with) 13957","false","interacts with","3500 (interacts with) 13957"
"13","40.278812086452895","interacts with","3500 (interacts with) 13980","false","interacts with","3500 (interacts with) 13980"
"2","54.150390765816674","interacts with","3500 (interacts with) 13991","false","interacts with","3500 (interacts with) 13991"
"2","72.45397543632855","interacts with","3500 (interacts with) 13999","false","interacts with","3500 (interacts with) 13999"
"2","47.01746914431398","interacts with","3500 (interacts with) 14055","false","interacts with","3500 (interacts with) 14055"
"6","51.73962244027216","interacts with","3500 (interacts with) 14154","false","interacts with","3500 (interacts with) 14154"
"1","47.782286247668985","interacts with","3500 (interacts with) 14187","false","interacts with","3500 (interacts with) 14187"
"7","32.45081670521639","interacts with","3500 (interacts with) 14368","false","interacts with","3500 (interacts with) 14368"
"1","50.04941281114535","interacts with","3500 (interacts with) 14541","false","interacts with","3500 (interacts with) 14541"
"1","54.64753939659678","interacts with","3500 (interacts with) 14851","false","interacts with","3500 (interacts with) 14851"
"1","34.37843908590937","interacts with","3525 (interacts with) 3762","false","interacts with","3525 (interacts with) 3762"
"1","12.696668079138368","interacts with","3525 (interacts with) 4913","false","interacts with","3525 (interacts with) 4913"
"1","17.61181253444411","interacts with","3525 (interacts with) 5099","false","interacts with","3525 (interacts with) 5099"
"1","21.162416141363504","interacts with","3525 (interacts with) 5124","false","interacts with","3525 (interacts with) 5124"
"1","34.65647695279275","interacts with","3525 (interacts with) 7135","false","interacts with","3525 (interacts with) 7135"
"1","104.96450216450229","interacts with","3525 (interacts with) 7980","false","interacts with","3525 (interacts with) 7980"
"1","69.1525974025974","interacts with","3525 (interacts with) 8658","false","interacts with","3525 (interacts with) 8658"
"1","25.419745069745055","interacts with","3525 (interacts with) 9322","false","interacts with","3525 (interacts with) 9322"
"1","9.424934216110687","interacts with","3525 (interacts with) 10008","false","interacts with","3525 (interacts with) 10008"
"1","29.356254631254615","interacts with","3525 (interacts with) 11300","false","interacts with","3525 (interacts with) 11300"
"1","11.285014985014985","interacts with","3525 (interacts with) 11998","false","interacts with","3525 (interacts with) 11998"
"1","8.97850380613538","interacts with","3535 (interacts with) 3593","false","interacts with","3535 (interacts with) 3593"
"1","11.954531224298353","interacts with","3535 (interacts with) 4350","false","interacts with","3535 (interacts with) 4350"
"1","22.234075891428827","interacts with","3535 (interacts with) 4357","false","interacts with","3535 (interacts with) 4357"
"1","10.134895945978418","interacts with","3535 (interacts with) 5567","false","interacts with","3535 (interacts with) 5567"
"2","10.460445471081583","interacts with","3535 (interacts with) 5771","false","interacts with","3535 (interacts with) 5771"
"1","55.55577615454607","interacts with","3535 (interacts with) 8069","false","interacts with","3535 (interacts with) 8069"
"1","36.78249609867256","interacts with","3535 (interacts with) 9233","false","interacts with","3535 (interacts with) 9233"
"1","49.44293964519857","interacts with","3535 (interacts with) 9778","false","interacts with","3535 (interacts with) 9778"
"2","8.203083638068156","interacts with","3535 (interacts with) 11011","false","interacts with","3535 (interacts with) 11011"
"2","11.897381213557683","interacts with","3535 (interacts with) 11594","false","interacts with","3535 (interacts with) 11594"
"1","12.28482663551923","interacts with","3535 (interacts with) 11982","false","interacts with","3535 (interacts with) 11982"
"2","13.769189917874032","interacts with","3535 (interacts with) 12790","false","interacts with","3535 (interacts with) 12790"
"2","43.27538011585532","interacts with","3535 (interacts with) 13448","false","interacts with","3535 (interacts with) 13448"
"1","8.359069525245994","interacts with","3535 (interacts with) 14851","false","interacts with","3535 (interacts with) 14851"
"1","13.315998278082189","interacts with","3593 (interacts with) 3914","false","interacts with","3593 (interacts with) 3914"
"1","9.567918098861696","interacts with","3593 (interacts with) 4350","false","interacts with","3593 (interacts with) 4350"
"3","16.559163991078822","interacts with","3593 (interacts with) 4357","false","interacts with","3593 (interacts with) 4357"
"1","8.223642436443619","interacts with","3593 (interacts with) 4640","false","interacts with","3593 (interacts with) 4640"
"2","46.417856065847936","interacts with","3593 (interacts with) 5419","false","interacts with","3593 (interacts with) 5419"
"3","26.654772020819976","interacts with","3593 (interacts with) 7128","false","interacts with","3593 (interacts with) 7128"
"1","44.64797174891542","interacts with","3593 (interacts with) 8069","false","interacts with","3593 (interacts with) 8069"
"2","35.02556618956827","interacts with","3593 (interacts with) 9778","false","interacts with","3593 (interacts with) 9778"
"3","5.877059513003109","interacts with","3593 (interacts with) 11011","false","interacts with","3593 (interacts with) 11011"
"1","14.934112505506247","interacts with","3593 (interacts with) 11421","false","interacts with","3593 (interacts with) 11421"
"2","8.134778517160692","interacts with","3593 (interacts with) 11594","false","interacts with","3593 (interacts with) 11594"
"1","7.970142595943873","interacts with","3593 (interacts with) 11792","false","interacts with","3593 (interacts with) 11792"
"1","9.015038376245132","interacts with","3593 (interacts with) 11982","false","interacts with","3593 (interacts with) 11982"
"2","6.445159610834176","interacts with","3593 (interacts with) 12209","false","interacts with","3593 (interacts with) 12209"
"1","22.531755809139035","interacts with","3593 (interacts with) 12371","false","interacts with","3593 (interacts with) 12371"
"1","19.941173050805798","interacts with","3593 (interacts with) 12707","false","interacts with","3593 (interacts with) 12707"
"2","9.602520957303565","interacts with","3593 (interacts with) 13116","false","interacts with","3593 (interacts with) 13116"
"3","22.010765341507028","interacts with","3593 (interacts with) 13508","false","interacts with","3593 (interacts with) 13508"
"1","13.068793012150792","interacts with","3593 (interacts with) 13752","false","interacts with","3593 (interacts with) 13752"
"1","17.209117081748655","interacts with","3593 (interacts with) 14081","false","interacts with","3593 (interacts with) 14081"
"1","19.12349177009878","interacts with","3681 (interacts with) 3762","false","interacts with","3681 (interacts with) 3762"
"1","23.454606600861396","interacts with","3681 (interacts with) 3914","false","interacts with","3681 (interacts with) 3914"
