term1,term2,clust
3914,7136,2
3914,7422,1
3914,7929,1
3914,7980,2
3914,8069,1
3914,8432,1
3914,9322,1
3914,9778,3
3914,10675,1
3914,11300,1
3914,11421,2
3914,12167,1
3914,12371,4
3914,12790,1
3914,13116,1
3914,13326,2
3914,13411,2
3914,13448,1
3914,13752,2
3914,14055,1
3914,14541,1
3914,14601,1
3924,4718,1
3924,4804,1
3924,5496,2
3924,6540,1
3924,6806,1
3924,6837,1
3924,7135,1
3924,7975,1
3924,7980,1
3924,8069,1
3924,8432,1
3924,10144,1
3924,11555,1
3924,12371,1
3924,13326,1
3924,13569,1
3924,14541,1
3965,4165,1
3965,4693,1
3965,4913,1
3965,5067,1
3965,5419,2
3965,6540,1
3965,6837,1
3965,6919,1
3965,7980,3
3965,8069,1
3965,8658,1
3965,8707,1
3965,9233,1
3965,9778,2
3965,11562,1
3965,12167,1
3965,12173,1
3965,12177,1
3965,12643,1
3984,5117,1
3984,5496,1
3984,6100,1
3984,6540,2
3984,6634,2
3984,7980,5
3984,8069,1
3984,8658,1
3984,8707,1
3984,8797,1
3984,9178,1
3984,9322,1
3984,10077,1
3984,10381,1
3984,10591,2
3984,10646,2
3984,10804,1
3984,11019,2
3984,11300,1
3984,11440,1
3984,11683,1
3984,12053,2
3984,13317,1
3984,13411,1
3984,14187,3
3984,14368,2
4165,5669,1
4165,5861,2
4165,5864,1
4165,6106,1
4165,6540,2
4165,7980,3
4165,8707,1
4165,9311,1
4165,9325,1
4165,9778,2
4165,10144,1
4165,10591,1
4165,11421,1
4165,12643,1
4262,4400,1
4262,4411,1
4262,4717,1
4262,4913,1
4262,5295,1
4262,5419,1
4262,6540,1
4262,7980,3
4262,8658,1
4262,9325,1
4262,9778,4
4262,10077,1
4262,10966,1
4262,12371,1
4262,12643,1
4262,12996,2
4262,13116,1
4262,13411,1
4262,13448,2
4262,14601,1
4350,4357,2
4350,4572,1
4350,4640,2
4350,4642,1
4350,5124,1
4350,6804,1
4350,7128,3
4350,7233,1
4350,7980,2
4350,8658,1
4350,9195,1
4350,9778,1
4350,11458,1
4350,11594,3
4350,11982,1
4350,12027,3
4350,12209,1
4350,13508,1
4350,13809,1
4350,13957,1
4350,14851,1
4357,4411,1
4357,4640,2
4357,4642,1
4357,5117,1
4357,5124,3
4357,5396,1
4357,5419,5
4357,6014,1
4357,6100,1
4357,6106,1
4357,6602,1
4357,7128,7
4357,7135,4
4357,7233,7
4357,7824,1
4357,7980,8
4357,8069,3
4357,8351,1
4357,8432,2
4357,9290,2
4357,9304,1
4357,9311,1
4357,9322,1
4357,9778,3
4357,10591,1
4357,10675,1
4357,11011,1
4357,11300,1
4357,11562,1
4357,11594,3
4357,11982,1
4357,12027,2
4357,12167,1
4357,12173,1
4357,12209,5
4357,12371,1
4357,12643,1
4357,12790,1
4357,13116,1
4357,13411,1
4357,13437,1
4357,13508,2
4357,13568,1
4357,13752,2
4357,13957,3
4357,14541,1
4357,14851,1
4378,4572,1
4378,4633,1
4378,4718,1
4378,4804,2
4378,5419,2
4378,5496,1
4378,6806,1
4378,6919,1
4378,7422,3
4378,7980,2
4378,8432,1
4378,8658,3
4378,9178,1
4378,9304,1
4378,9550,1
4378,9778,2
4378,10077,1
4378,10675,4
4378,10987,2
4378,11385,1
4378,11748,1
4378,11838,1
4378,11941,1
4378,12027,3
4378,12371,1
4378,12643,1
4378,13411,1
4378,13437,1
4378,13441,1
4378,13569,2
4378,13869,1
4378,13921,1
4378,13957,1
4378,14368,1
4378,14541,2
4400,4572,4
4400,4717,1
4400,5116,1
4400,5419,1
4400,5574,1
4400,5771,1
4400,6413,1
4400,6540,1
4400,8658,1
4400,9290,1
4400,9304,1
4400,9778,1
4400,11440,1
4400,13569,1
4411,6593,1
4411,7006,1
4411,7128,2
4411,7233,1
4411,7975,1
4411,7980,1
4411,8307,1
4411,8332,1
4411,8658,1
4411,9290,1
4411,9311,1
4411,9778,2
4411,10610,1
4411,11562,1
4411,11932,1
4411,11998,1
4411,12027,1
4411,13029,1
4411,13411,2
4411,13448,1
4411,13957,1
4426,4804,1
4426,5419,1
4426,6066,3
4426,6106,1
4426,6655,1
4426,6666,2
4426,7980,1
4426,8332,1
4426,10675,2
4426,10987,1
4426,11440,1
4426,12027,1
4426,12167,1
4426,13411,2
4426,13569,1
4426,14081,1
4426,14187,1
4426,14368,2
4426,14371,1
4572,5116,1
4572,5117,1
4572,6413,1
4572,6540,1
4572,6565,1
4572,6837,1
4572,7980,1
4572,8707,1
4572,9178,1
4572,9233,1
4572,9325,1
4572,9550,1
4572,12027,1
4572,12177,1
4572,12694,1
4589,5648,1
4589,7824,1
4589,7980,1
4589,8707,1
4589,11385,2
4589,11998,1
4589,12027,1
4589,12643,2
4589,12675,1
4589,12694,1
4589,12707,2
4589,13448,1
4589,13569,1
4633,5067,1
4633,5419,4
4633,5669,1
4633,6066,1
4633,6540,1
4633,6806,1
4633,6919,1
4633,6995,1
4633,7128,1
4633,7135,1
4633,7198,1
4633,7422,1
4633,7980,5
4633,8069,3
4633,8658,3
4633,8707,1
4633,9290,1
4633,9304,1
4633,9325,2
4633,9778,5
4633,10008,1
4633,10077,2
4633,10144,5
4633,10591,1
4633,10987,1
4633,11421,1
4633,11440,1
4633,11562,1
4633,12027,1
4633,12173,1
4633,13326,2
4633,13411,2
4633,13448,2
4633,13568,1
4633,14187,1
4640,4642,4
4640,4907,1
4640,4913,1
4640,5116,1
4640,5124,1
4640,6014,1
4640,7128,1
4640,7135,1
4640,7980,2
4640,9778,1
4640,10591,1
4640,11594,2
4640,11792,1
4640,11982,1
4640,12027,1
4640,12209,2
4640,13411,2
4640,13508,2
4640,13957,1
4640,14851,1
4642,5116,1
4642,5124,1
4642,5496,1
4642,6014,1
4642,6995,1
4642,7006,1
4642,7128,1
4642,7135,1
4642,7980,3
4642,8069,2
4642,8658,1
4642,9233,1
4642,9778,3
4642,10144,3
4642,11594,2
4642,11792,2
4642,12027,2
4642,12209,1
4642,12371,1
4642,12643,1
4642,12790,2
4642,13326,2
4642,13411,2
4642,13448,1
4642,13569,1
4642,13957,2
4642,14851,1
4693,4741,1
4693,5111,1
4693,5116,2
4693,5419,1
4693,7980,1
4693,8069,1
4693,8658,4
4693,8707,1
4693,9178,1
4693,9233,1
4693,9290,2
4693,10008,1
4693,10591,1
4693,11385,1
4693,11555,1
4693,12371,1
4693,12707,1
4693,13437,1
4693,13448,1
4693,13569,1
4696,4913,1
4696,6540,1
4696,7135,1
4696,7198,1
4696,7980,2
4696,8764,1
4696,9233,3
4696,9304,1
4696,9325,1
4696,10591,1
4696,12064,1
4696,13568,1
4696,13980,2
4717,5111,2
4717,5648,1
4717,6565,1
4717,7135,1
4717,7980,2
4717,8658,1
4717,9778,1
4717,10610,1
4717,11440,1
4717,11760,1
4717,12027,1
4717,13411,1
4717,13508,1
4717,13957,1
4718,5419,1
4718,6837,1
4718,7006,1
4718,7422,1
4718,8069,2
4718,8432,1
4718,8658,2
4718,10144,1
4718,10804,1
4718,10987,1
4718,11300,1
4718,11941,1
4718,11982,1
4718,12027,1
4718,12173,1
4718,12371,1
4718,13326,1
4718,13437,1
4718,13448,1
4718,13569,1
4718,13869,1
4718,14541,1
4741,5111,1
4741,5116,1
4741,7980,1
4741,8707,1
4741,9304,1
4741,9867,1
4741,10008,1
4741,10646,1
4741,11562,1
4741,11877,1
4741,11977,1
4741,12623,1
4741,13140,1
4804,4907,2
4804,4910,1
4804,5027,2
4804,5419,1
4804,5496,1
4804,6066,3
4804,6106,1
4804,6655,1
4804,7975,2
4804,7980,4
4804,8272,2
4804,8658,1
4804,9596,1
4804,9778,1
4804,10591,1
4804,10675,2
4804,11838,2
4804,12027,1
4804,12167,2
4804,12173,1
4804,12643,1
4804,12707,1
4804,13029,1
4804,13441,1
4804,13448,1
4804,13508,1
4804,13569,4
4804,14081,2
4846,5496,2
4846,5523,1
4846,6100,1
4846,6655,1
4846,6806,2
4846,6837,1
4846,6919,1
4846,7128,3
4846,7135,1
4846,7233,1
4846,7422,1
4846,8069,3
4846,8658,1
4846,9311,1
4846,9412,1
4846,9596,1
4846,9778,2
4846,10144,1
4846,11748,1
4846,11792,1
4846,11982,1
4846,12064,1
4846,12371,2
4846,12643,1
4846,12707,1
4846,12790,1
4846,13326,1
4846,13568,2
4846,13569,1
4846,13752,2
4846,13865,1
4846,14055,1
4907,5027,1
4907,5419,2
4907,5496,1
4907,6066,2
4907,6655,2
4907,6837,1
4907,7975,1
4907,7980,5
4907,8272,1
4907,8658,2
4907,8707,1
4907,9325,1
4907,9412,1
4907,10675,1
4907,11760,1
4907,12064,1
4907,13437,1
4907,13448,2
4907,14081,1
4910,4990,1
4910,5111,1
4910,5496,1
4910,6540,1
4910,6655,1
4910,7980,2
4910,8707,1
4910,9290,1
4910,9325,2
4910,9412,1
4910,10591,1
4910,11421,1
4910,11458,1
4910,11683,1
4910,12643,1
4910,13441,1
4910,13508,1
4910,13957,1
4910,13980,1
4910,13999,1
4913,5027,1
4913,5111,2
4913,5419,1
4913,5669,1
4913,6100,1
4913,6655,1
4913,6806,1
4913,7198,1
4913,7980,4
4913,8034,1
4913,8658,2
4913,9178,1
4913,10144,1
4913,10591,1
4913,11760,1
4913,12027,1
4913,12064,1
4913,12643,1
4913,13411,1
4913,13448,3
4939,4990,1
4939,6540,1
4939,6565,1
4939,6593,1
4939,6634,1
4939,7980,2
4939,8658,1
4939,9178,1
4939,10077,1
4939,10591,1
4939,10610,1
4939,10804,1
4939,10847,3
4939,13411,1
4939,14371,1
4990,5111,2
4990,5419,1
4990,6540,2
4990,6602,1
4990,6655,1
4990,7135,1
4990,7980,2
4990,10077,1
4990,10144,1
4990,11497,1
4990,12643,1
4990,13411,2
5027,5116,1
5027,5419,1
5027,6106,1
5027,6655,1
5027,7975,1
5027,7980,3
5027,8707,1
5027,9325,1
5027,10675,1
5027,11760,1
5027,12643,2
5027,13448,2
5027,13569,1
5065,5864,1
5065,6540,1
5065,7135,1
5065,7975,1
5065,7980,3
5065,8764,1
5065,11168,1
5065,11932,1
5065,12771,1
5067,5099,1
5067,5117,1
5067,5419,1
5067,6806,1
5067,7929,1
5067,8069,1
5067,8707,1
5067,9325,2
5067,12027,1
5099,5111,2
5099,5116,1
5099,5117,3
5099,5419,3
5099,6540,1
5099,6572,2
5099,6593,1
5099,6602,2
5099,6616,2
5099,6837,1
5099,7980,2
5099,8658,1
5099,8707,1
5099,8764,1
5099,9233,2
5099,9290,3
5099,9311,1
5099,9322,1
5099,9550,4
5099,9778,1
5099,10610,1
5099,11300,5
5099,11385,1
5099,11458,1
5099,11497,1
5099,12064,1
5099,12173,3
5099,12643,2
5099,12707,1
5099,13411,1
5099,13508,11
5099,13957,1
5099,13980,2
5099,13991,2
5099,13999,1
5099,14601,2
5111,5116,3
5111,5419,1
5111,6066,1
5111,6540,1
5111,7128,1
5111,7198,1
5111,7980,6
5111,8658,1
5111,8707,1
5111,9233,1
5111,9322,1
5111,9778,1
5111,10008,1
5111,11300,2
5111,11385,1
5111,11497,2
5111,11683,1
5111,12027,2
5111,12053,1
5111,12064,1
5111,13448,1
5111,13980,1
5116,5419,2
5116,5651,1
5116,6066,1
5116,6413,1
5116,6540,2
5116,6565,1
5116,6666,1
5116,7136,1
5116,7198,1
5116,7980,10
5116,8658,2
5116,8707,2
5116,8797,1
5116,9233,1
5116,9322,1
5116,9778,2
5116,10008,1
5116,10591,1
5116,10610,1
5116,11300,1
5116,11385,1
5116,11458,1
5116,11497,1
5116,12643,1
5116,12675,2
5116,13286,1
5116,13411,1
5116,13437,1
5116,13448,1
5116,13980,1
5116,14368,1
5117,5419,1
5117,5496,1
5117,6014,1
5117,6540,1
5117,6565,1
5117,6602,1
5117,6837,1
5117,7128,1
5117,7422,1
5117,7980,6
5117,8034,1
5117,8332,1
5117,8658,1
5117,8707,2
5117,8764,1
5117,8854,1
5117,9233,1
5117,9290,2
5117,9311,1
5117,9322,1
5117,9325,2
5117,10144,1
5117,10591,3
5117,10610,1
5117,10646,2
5117,10847,1
5117,11148,3
5117,11300,4
5117,11683,2
5117,12027,1
5117,12053,2
5117,12173,1
5117,12643,2
5117,13029,1
5117,13286,1
5117,13317,1
5117,13411,2
5117,13437,1
5117,13508,2
5117,13569,1
5117,13921,1
5117,14187,1
5117,14541,1
5117,14601,1
5124,5419,3
5124,5651,1
5124,5861,1
5124,6806,1
5124,6837,1
5124,7128,4
5124,7198,1
5124,7233,1
5124,7980,6
5124,8069,1
5124,8432,1
5124,8658,1
5124,9233,3
5124,9290,2
5124,9304,1
5124,9311,1
5124,9412,1
5124,9778,4
5124,10675,3
5124,11300,1
5124,11421,1
5124,11440,1
5124,11594,1
5124,11932,2
5124,11982,1
5124,12027,2
5124,12209,3
5124,12694,1
5124,12790,1
5124,13411,2
5124,13437,1
5124,13508,1
5124,13752,1
5124,13957,2
5295,5419,1
5295,6565,1
5295,6666,1
5295,7980,2
5295,8658,1
5295,9311,1
5295,9325,2
5295,9778,1
5295,10144,1
5295,10381,1
5295,10591,2
5295,11440,1
5295,11890,1
5295,12996,1
5295,13508,1
5295,14154,1
5396,6014,2
5396,7135,1
5396,7233,1
5396,7929,1
5396,7980,1
5396,8658,1
5396,9304,1
5396,9322,1
5396,9550,1
5396,10966,1
5396,13411,1
5419,5490,2
5419,5496,1
5419,5574,2
5419,5648,1
5419,5651,1
5419,5771,1
5419,5864,1
5419,6066,1
5419,6106,1
5419,6540,1
5419,6565,1
5419,6593,1
5419,6602,2
5419,6666,1
5419,6804,1
5419,6806,5
5419,6837,6
5419,6995,2
5419,7006,3
5419,7128,13
5419,7135,3
5419,7198,1
5419,7233,3
5419,7422,1
5419,7824,1
5419,7980,9
5419,8069,7
5419,8432,1
5419,8443,1
5419,8658,10
5419,8707,2
5419,8797,1
5419,9178,2
5419,9233,5
5419,9290,3
5419,9311,1
5419,9322,1
5419,9325,2
5419,9412,1
5419,9778,6
5419,10077,1
5419,10144,4
5419,10381,2
5419,10591,3
5419,10675,2
5419,10987,1
5419,11385,2
5419,11421,2
5419,11440,2
5419,11497,1
5419,11748,1
5419,11750,1
5419,11932,2
5419,11941,1
5419,11982,1
5419,11998,1
5419,12027,7
5419,12053,1
5419,12064,1
5419,12209,1
5419,12371,2
5419,12643,3
5419,12694,1
5419,12707,2
5419,12790,1
5419,12996,1
5419,13029,1
5419,13116,1
5419,13326,1
5419,13411,7
5419,13437,2
5419,13441,1
5419,13448,1
5419,13508,3
5419,13568,2
5419,13569,2
5419,13752,5
5419,13869,1
5419,13980,1
5419,14081,1
5419,14154,1
5419,14601,1
5490,5523,1
5490,6565,1
5490,6837,1
5490,9233,2
5490,9290,1
5490,9322,1
5490,9325,1
5490,10077,1
5490,10610,1
5490,11421,1
5490,12177,1
5490,13286,1
5490,13991,1
5490,14187,1
5496,5523,1
5496,5944,1
5496,6066,1
5496,6100,2
5496,6106,2
5496,6540,1
5496,6804,2
5496,6806,2
5496,6919,2
5496,7006,2
5496,7128,3
5496,7233,1
5496,7422,2
5496,7975,1
5496,7980,4
5496,8069,5
5496,8272,1
5496,8332,2
5496,8658,2
5496,9233,1
5496,9290,1
5496,9304,1
5496,9311,1
5496,9412,1
5496,9596,1
5496,9867,2
5496,10144,3
5496,10591,2
5496,11683,4
5496,11748,1
5496,11750,1
5496,11941,1
5496,12053,2
5496,12643,1
5496,12790,1
5496,13286,1
5496,13326,1
5496,13411,2
5496,13441,2
5496,13448,1
5496,13568,2
5496,13569,2
5496,13752,1
5496,14187,1
5496,14368,1
5523,5574,1
5523,5669,1
5523,6100,2
5523,6666,1
5523,6806,1
5523,7128,2
5523,7136,1
5523,7233,1
5523,7422,1
5523,8069,3
5523,8658,4
5523,9195,1
5523,9304,1
5523,9311,1
5523,9322,1
5523,9412,1
5523,10008,1
5523,10966,1
5523,10987,1
5523,11011,1
5523,11300,1
5523,11421,2
5523,11748,1
5523,12675,1
5523,12790,1
5523,12996,1
5523,13752,1
5523,13921,1
5567,5771,6
5567,7136,1
5567,8658,1
5567,8707,1
5567,9290,2
5567,10591,1
5567,11421,1
5567,12027,2
5567,13448,1
5567,13568,1
5574,7128,1
5574,8432,1
5574,8707,1
5574,8764,1
5574,9290,1
5574,10591,1
5574,10648,1
5574,10675,2
5574,11011,1
5574,11421,1
5574,11750,1
5574,11838,1
5574,12209,1
5574,12643,1
5574,13508,2
5574,13869,1
5574,13957,4
5648,6634,1
5648,7422,1
5648,7975,1
5648,7980,6
5648,8443,1
5648,8658,1
5648,8854,1
5648,9290,2
5648,9304,1
5648,9778,1
5648,10144,2
5648,10591,3
5648,11421,1
5648,11440,1
5648,11497,1
5648,11998,1
5648,12027,1
5648,12643,2
5648,12707,1
5648,12771,1
5648,12790,1
5648,13326,1
5648,13411,2
5648,13448,2
5648,13865,1
5651,5653,4
5651,6565,2
5651,6593,2
5651,6616,1
5651,7980,1
5651,8658,1
5651,10591,1
5651,10610,2
5651,11316,1
5651,11458,1
5651,11932,2
5651,12053,2
5651,13508,3
5651,13957,1
5653,6593,1
5653,6616,1
5653,9178,1
5653,9322,1
5653,10591,1
5653,10610,2
5653,11316,1
5653,11458,1
5653,12053,1
5653,13508,3
5653,13957,2
5653,13991,1
5653,13999,1
5669,6655,1
5669,6666,1
5669,7006,2
5669,7128,1
5669,7975,1
5669,7980,3
5669,8443,1
5669,8658,4
5669,9195,1
5669,9290,1
5669,9304,1
5669,9322,1
5669,9325,1
5669,9596,1
5669,9778,2
5669,10008,2
5669,10077,1
5669,10144,1
5669,10648,1
5669,12996,1
5669,13411,1
5669,13568,1
5669,13569,1
5669,13809,1
5669,13921,1
5669,14368,1
5771,5864,1
5771,8658,1
5771,8707,1
5771,9778,1
5771,11421,1
5771,11890,1
5771,12027,1
5771,12371,1
5771,13448,1
5861,5864,1
5861,7980,1
5861,9178,1
5861,13508,1
5864,6540,1
5864,6602,1
5864,7980,1
5864,8707,1
5864,8764,1
5864,9778,1
5864,10144,1
5864,11421,2
5864,13508,1
5944,6616,1
5944,6837,1
5944,6919,1
5944,7980,1
5944,8658,1
5944,8797,1
5944,11750,1
5944,11977,1
5944,12053,1
5944,12371,1
5944,12623,1
5944,12643,3
5944,14368,1
6014,6666,1
6014,7135,1
6014,7136,1
6014,7980,2
6014,8658,2
6014,9233,2
6014,9322,2
6014,9778,2
6014,10144,3
6014,10381,1
6014,10966,1
6014,11300,1
6014,11421,1
6014,11562,1
6014,11838,1
6014,12027,3
6014,12643,6
6014,12707,3
6014,13029,1
6014,13411,3
6014,13957,1
6014,14851,1
6066,6655,1
6066,6919,1
6066,7128,1
6066,7233,2
6066,7980,6
6066,8332,1
6066,8658,1
6066,8797,1
6066,9596,1
6066,10381,1
6066,10591,1
6066,10675,1
6066,10966,1
6066,10987,1
6066,11562,1
6066,11683,1
6066,11941,1
6066,12167,1
6066,12643,1
6066,12707,1
6066,13448,1
6066,13568,1
6066,13569,1
6066,13718,1
6066,13752,1
6066,14081,1
6066,14187,1
6100,6106,1
6100,6806,1
6100,7128,2
6100,7422,1
6100,7980,2
6100,8069,1
6100,8658,2
6100,9311,1
6100,9412,1
6100,9867,1
6100,10610,1
6100,10966,1
6100,11562,1
6100,11748,1
6100,11977,1
6100,13411,1
6100,13569,1
6100,13752,1
6106,6655,1
6106,7233,1
6106,7975,1
6106,7980,7
6106,8069,1
6106,8332,1
6106,8764,1
6106,9325,1
6106,9867,1
6106,10591,1
6106,10987,1
6106,11683,1
6106,11838,1
6106,12027,1
6106,13411,2
6106,13441,1
6106,13569,1
6106,14368,1
6413,6655,1
6413,7980,1
6413,8658,1
6413,9667,1
6413,11300,1
6413,11941,1
6413,12027,1
6413,13140,1
6413,13411,1
6413,13718,1
6413,14541,3
6540,6572,1
6540,6634,1
6540,6655,1
6540,6666,1
6540,6804,1
6540,6919,1
6540,6995,1
6540,7006,1
6540,7135,1
6540,7975,1
6540,7980,10
6540,8069,3
6540,8272,1
6540,8443,1
6540,8658,2
6540,8707,2
6540,8764,1
6540,8797,1
6540,9233,2
6540,9311,1
6540,9325,3
6540,9778,2
6540,10144,3
6540,10591,5
6540,10610,1
6540,11019,2
6540,11168,1
6540,11300,1
6540,11316,1
6540,11421,1
6540,11458,2
6540,11555,1
6540,11748,1
6540,11932,1
6540,12173,2
6540,12371,2
6540,12643,2
6540,12996,1
6540,13029,1
6540,13116,1
6540,13258,1
6540,13326,1
6540,13411,4
6540,13448,1
6540,13869,1
6540,13921,3
6540,13980,1
6540,14368,1
6540,14371,1
6565,6837,1
6565,7980,2
6565,8658,4
6565,8707,1
6565,9233,2
6565,9325,1
6565,9778,1
6565,10381,1
6565,10610,1
6565,10966,1
6565,11760,1
6565,12027,1
6565,12053,2
6565,12643,1
6565,13411,2
6565,13568,1
6572,7980,2
6572,8069,1
6572,9550,1
6572,9778,1
6572,11458,2
6572,12173,1
6572,12643,1
6572,13508,2
6572,13957,1
6572,13980,1
6593,6602,1
6593,6616,1
6593,7975,1
6593,8307,1
6593,8332,1
6593,8658,1
6593,9322,1
6593,9550,1
6593,10610,1
6593,11458,3
6593,11932,1
6593,12173,2
6593,13411,1
6593,13508,1
6593,13809,1
6593,13957,1
6593,13991,1
6602,7135,2
6602,7136,1
6602,7980,3
6602,9178,1
6602,9233,1
6602,9290,1
6602,9311,1
6602,9322,1
6602,9550,1
6602,9667,1
6602,10144,1
6602,10804,1
6602,10987,1
6602,11148,1
6602,11300,1
6602,11316,1
6602,11421,1
6602,11458,1
6602,12053,1
6602,12126,1
6602,12173,1
6602,12177,1
6602,13921,1
6602,13980,1
6602,14541,1
6616,6634,1
6616,7980,2
6616,9290,2
6616,9550,1
6616,10610,1
6616,11300,1
6616,11458,1
6616,12053,1
6616,13508,5
6616,13957,2
6616,13991,1
6616,14154,1
6616,14601,1
6634,7980,4
6634,8658,1
6634,8707,2
6634,9290,1
6634,9322,1
6634,9325,1
6634,10591,2
6634,10804,1
6634,10847,1
6634,11300,2
6634,11316,1
6634,11683,1
6634,12053,2
6634,12110,1
6634,12643,1
6634,13411,2
6634,14154,1
6634,14368,3
6655,6804,1
6655,6806,1
6655,6837,3
6655,6919,1
6655,7128,2
6655,7135,1
6655,7824,1
6655,7980,5
6655,8034,1
6655,8069,3
6655,8272,1
6655,8307,1
6655,8443,1
6655,8658,4
6655,9195,1
6655,9322,1
6655,10077,1
6655,10144,6
6655,10591,1
6655,10675,2
6655,10987,1
6655,11019,1
6655,11148,1
6655,11385,2
6655,11458,1
6655,11750,1
6655,11890,1
6655,11941,2
6655,12053,1
6655,12167,1
6655,12177,1
6655,12371,1
6655,12643,3
6655,13140,1
6655,13286,1
6655,13317,2
6655,13411,1
6655,13437,1
6655,13441,3
6655,13448,1
6655,13568,2
6655,13569,3
6655,13869,1
6655,14055,1
6655,14081,2
6655,14187,1
6655,14541,2
6655,14601,1
6666,6837,1
6666,7128,1
6666,7135,1
6666,7136,1
6666,7422,1
6666,7980,4
6666,8658,1
6666,9195,1
6666,9233,1
6666,9304,1
6666,9311,1
6666,9412,1
6666,9778,1
6666,9867,1
6666,10008,1
6666,10144,2
6666,10381,1
6666,10610,1
6666,10987,1
6666,11458,1
6666,11497,1
6666,11683,1
6666,11838,2
6666,12027,1
6666,12371,1
6666,12643,1
6666,12996,1
6666,13411,2
6666,13441,2
6666,13569,2
6666,13718,2
6666,13869,1
6666,13921,1
6666,13980,1
6666,14154,1
6804,6837,1
6804,6919,2
6804,7006,1
6804,7128,1
6804,7422,1
6804,8443,1
6804,8658,1
6804,10144,1
6804,11300,1
6804,12371,1
6804,13317,1
6804,13411,1
6804,13568,1
6804,13569,2
6804,14055,1
6806,6837,1
6806,6919,2
6806,7128,3
6806,7135,1
6806,7136,2
6806,7422,1
6806,7980,2
6806,8069,3
6806,8432,1
6806,8707,1
6806,8764,1
6806,9304,1
6806,9311,1
6806,9322,1
6806,9325,1
6806,9412,1
6806,10144,1
6806,10675,1
6806,11748,1
6806,12027,2
6806,12643,1
6806,13326,1
6806,13411,3
6806,13568,1
6806,13752,1
6806,14601,1
6837,6919,3
6837,7128,2
6837,7135,2
6837,7980,3
6837,8069,2
6837,8272,1
6837,8351,1
6837,8432,1
6837,8443,2
6837,8658,6
6837,8797,1
6837,9178,3
6837,9233,5
6837,9311,1
6837,9325,2
6837,9667,1
6837,9778,1
6837,10077,1
6837,10591,1
6837,11148,1
6837,11300,1
6837,11458,1
6837,11594,1
6837,11941,3
6837,12053,1
6837,12064,1
6837,12177,1
6837,12643,4
6837,12790,1
6837,12996,1
6837,13326,1
6837,13448,1
6837,13569,6
6837,13957,1
6837,14081,1
6837,14541,1
6837,14601,1
6919,6995,2
6919,7006,1
6919,7128,1
6919,7980,1
6919,8069,1
6919,8332,1
6919,8658,1
6919,10144,1
6919,11838,1
6919,11941,2
6919,12167,1
6919,12177,1
6919,12643,1
6919,12707,1
6919,13317,1
6919,13441,1
6919,13448,1
6919,13568,1
6919,13569,3
6919,13752,1
6919,14055,1
6995,7128,2
6995,7135,1
6995,7980,1
6995,8069,1
6995,8332,1
6995,8658,1
6995,9778,2
6995,10144,1
6995,10381,1
6995,11497,1
6995,11838,1
6995,12027,1
6995,12167,1
6995,12643,1
6995,12996,1
6995,13326,2
6995,13441,1
6995,13448,2
6995,13568,2
6995,13752,1
6995,14368,1
7006,7980,1
7006,8069,4
7006,8658,2
7006,9290,1
7006,9325,1
7006,9550,1
7006,9778,1
7006,9867,1
7006,10008,1
7006,10144,4
7006,10381,1
7006,10847,1
7006,11300,1
7006,11594,1
7006,11683,1
7006,11998,1
7006,12027,1
7006,13029,1
7006,13326,1
7006,13411,2
7006,13441,1
7006,13448,1
7006,13809,1
7006,14055,1
7128,7135,9
7128,7136,4
7128,7198,4
7128,7233,16
7128,7422,2
7128,7929,1
7128,7975,1
7128,7980,14
7128,8069,8
7128,8658,7
7128,9178,1
7128,9233,5
7128,9290,6
7128,9311,1
7128,9322,2
7128,9412,2
7128,9778,5
7128,9867,1
7128,10144,1
7128,10381,1
7128,10675,1
7128,10987,1
7128,11011,4
7128,11421,1
7128,11440,1
7128,11562,1
7128,11594,2
7128,11748,1
7128,11792,3
7128,11932,4
7128,11941,1
7128,11982,8
7128,11998,1
7128,12027,11
7128,12167,1
7128,12209,3
7128,12371,1
7128,12643,3
7128,12707,1
7128,12790,3
7128,13029,1
7128,13116,1
7128,13411,4
7128,13437,1
7128,13441,1
7128,13448,2
7128,13508,3
7128,13568,3
7128,13569,3
7128,13718,2
7128,13752,20
7128,13957,1
7128,13999,1
7128,14055,2
7135,7136,2
7135,7198,5
7135,7233,6
7135,7929,1
7135,7975,1
7135,7980,14
7135,8069,5
7135,8658,1
7135,9290,2
7135,9778,1
7135,10381,1
7135,10591,1
7135,10610,1
7135,10675,1
7135,10987,1
7135,11011,1
7135,11385,1
7135,11440,2
7135,11458,1
7135,11555,3
7135,11594,1
7135,11748,1
7135,11792,2
7135,11932,1
7135,11941,1
7135,12027,7
7135,12064,1
7135,12167,1
7135,12173,2
7135,12209,1
7135,12371,1
7135,12643,2
7135,13258,2
7135,13326,2
7135,13411,1
7135,13437,1
7135,13448,1
7135,13568,2
7135,13718,2
7135,13752,2
7135,13957,2
7136,7233,1
7136,7824,1
7136,7980,3
7136,8069,1
7136,8658,2
7136,9233,3
7136,9322,1
7136,9550,1
7136,9778,1
7136,10381,1
7136,11594,1
7136,11932,1
7136,12027,4
7136,12643,1
7136,12790,1
7136,13411,2
7136,13568,1
7136,13752,3
7136,13957,1
7198,7233,3
7198,7929,1
7198,7980,8
7198,8069,1
7198,8658,1
7198,9233,1
7198,9290,1
7198,9304,1
7198,9596,1
7198,10675,1
7198,11440,1
7198,11555,1
7198,11982,3
7198,12027,3
7198,12064,1
7198,12643,3
